,country,country_code,year,GDP_value,HDI_value,tot_pop,tot_medal,medal_tiers,HDI_ranking,Ranking
1708,Romania,ROU,2006,124000000000.0,0.774,21193760,0,No medals,High,Not top ten
1709,Romania,ROU,2008,208000000000.0,0.803,20537875,22,1-25,Very high,Not top ten
1710,Romania,ROU,2010,168000000000.0,0.805,20246871,0,No medals,Very high,Not top ten
1711,Romania,ROU,2012,172000000000.0,0.803,20058035,16,1-25,Very high,Not top ten
1712,Romania,ROU,2014,199000000000.0,0.811,19908979,0,No medals,Very high,Not top ten
1713,Romania,ROU,2016,188000000000.0,0.82,19702267,16,1-25,Very high,Not top ten
1714,Russia,RUS,1992,460000000000.0,0.72,148538197,0,No medals,High,Top Ten
1715,Russia,RUS,1994,395000000000.0,0.703,148407912,36,26-50,High,Top Ten
1716,United States,USA,1992,6540000000000.0,0.905,256514000,238,200-300,Very high,Top Ten
1717,Russia,RUS,1998,271000000000.0,0.705,147670784,58,51-75,High,Top Ten
1718,Russia,RUS,2008,1660000000000.0,0.775,142742366,142,101-200,High,Top Ten
1719,Russia,RUS,2002,345000000000.0,0.734,145306497,38,26-50,High,Top Ten
1720,Germany,DEU,1992,2120000000000.0,0.821,80624598,236,200-300,Very high,Not top ten
1721,Russia,RUS,2006,990000000000.0,0.76,143049637,41,26-50,High,Top Ten
1722,Russia,RUS,2004,591000000000.0,0.748,144067316,189,101-200,High,Top Ten
1723,Russia,RUS,2010,1520000000000.0,0.781,142849468,25,1-25,High,Top Ten
1724,Russia,RUS,2012,2210000000000.0,0.798,143201721,14,1-25,Very high,Top Ten
1725,Russia,RUS,2014,2060000000000.0,0.807,143819667,68,51-75,Very high,Top Ten
1726,Russia,RUS,2000,260000000000.0,0.722,146596869,187,101-200,High,Top Ten
1727,Rwanda,RWA,1992,2029026704.0,0.202,6702239,0,No medals,Low,Not top ten
1728,Rwanda,RWA,1994,753636371.0,0.192,5936253,0,No medals,Low,Not top ten
1729,Rwanda,RWA,1996,1382334879.0,0.263,6013112,0,No medals,Low,Not top ten
1730,Rwanda,RWA,1998,1989343495.0,0.307,6962800,0,No medals,Low,Not top ten
1731,Rwanda,RWA,2000,1734938264.0,0.341,7933688,0,No medals,Low,Not top ten
1732,Rwanda,RWA,2002,1677447150.0,0.366,8427061,0,No medals,Low,Not top ten
1733,Rwanda,RWA,2004,2089188829.0,0.396,8680516,0,No medals,Low,Not top ten
1734,Rwanda,RWA,2006,3152016557.0,0.434,9043342,0,No medals,Low,Not top ten
1735,Rwanda,RWA,2008,4860576609.0,0.461,9524532,0,No medals,Low,Not top ten
1736,Rwanda,RWA,2010,5774003744.0,0.492,10039338,0,No medals,Low,Not top ten
1737,Rwanda,RWA,2012,7315702176.0,0.508,10549668,0,No medals,Low,Not top ten
1738,Rwanda,RWA,2014,8016288347.0,0.521,11083629,0,No medals,Low,Not top ten
1739,Rwanda,RWA,2016,8376048905.0,0.527,11668829,0,No medals,Low,Not top ten
1740,Samoa,WSM,1992,132303041.0,0.634,165490,0,No medals,Medium,Not top ten
1741,Samoa,WSM,1994,221098107.0,0.618,168689,0,No medals,Medium,Not top ten
1742,Samoa,WSM,1996,249908971.0,0.633,171165,0,No medals,Medium,Not top ten
1743,Samoa,WSM,1998,269481523.0,0.641,172839,0,No medals,Medium,Not top ten
1744,Samoa,WSM,2000,269019710.0,0.651,174454,0,No medals,Medium,Not top ten
1745,Samoa,WSM,2002,288078881.0,0.659,176410,0,No medals,Medium,Not top ten
1746,Samoa,WSM,2004,420320176.0,0.673,178597,0,No medals,Medium,Not top ten
1747,Samoa,WSM,2006,508503671.0,0.68,180874,0,No medals,Medium,Not top ten
1748,Samoa,WSM,2008,644132489.0,0.687,183270,0,No medals,Medium,Not top ten
1749,Samoa,WSM,2010,643046733.0,0.698,185944,0,No medals,Medium,Not top ten
1750,Samoa,WSM,2012,801168622.0,0.698,189089,0,No medals,Medium,Not top ten
1751,Samoa,WSM,2014,803589512.0,0.703,192220,0,No medals,High,Not top ten
1752,Samoa,WSM,2016,786356315.0,0.71,194540,0,No medals,High,Not top ten
1753,Sao Tome and Principe,STP,2002,80531992.0,0.511,147450,0,No medals,Low,Not top ten
1754,Sao Tome and Principe,STP,2004,105360802.0,0.526,153736,0,No medals,Low,Not top ten
1755,Sao Tome and Principe,STP,2006,134441117.0,0.543,161676,0,No medals,Low,Not top ten
1756,Sao Tome and Principe,STP,2008,188021169.0,0.546,171122,0,No medals,Low,Not top ten
1757,Sao Tome and Principe,STP,2010,197454053.0,0.561,180372,0,No medals,Medium,Not top ten
1758,Sao Tome and Principe,STP,2012,252560557.0,0.573,188394,0,No medals,Medium,Not top ten
1759,Sao Tome and Principe,STP,2014,348899846.0,0.591,195727,0,No medals,Medium,Not top ten
1760,Sao Tome and Principe,STP,2016,342781716.0,0.608,203221,0,No medals,Medium,Not top ten
1761,Saudi Arabia,SAU,1992,137000000000.0,0.71,17282686,0,No medals,High,Not top ten
1762,Saudi Arabia,SAU,1994,135000000000.0,0.718,18214475,0,No medals,High,Not top ten
1763,Saudi Arabia,SAU,1996,159000000000.0,0.726,19033843,0,No medals,High,Not top ten
1764,Saudi Arabia,SAU,1998,147000000000.0,0.736,19783301,0,No medals,High,Not top ten
1765,Saudi Arabia,SAU,2000,190000000000.0,0.743,20663840,2,1-25,High,Not top ten
1766,Saudi Arabia,SAU,2002,190000000000.0,0.748,21805322,0,No medals,High,Not top ten
1767,Saudi Arabia,SAU,2004,259000000000.0,0.764,23132686,0,No medals,High,Not top ten
1768,Saudi Arabia,SAU,2006,377000000000.0,0.777,24498313,0,No medals,High,Not top ten
1769,Saudi Arabia,SAU,2008,520000000000.0,0.792,25888535,0,No medals,Very high,Not top ten
1770,Saudi Arabia,SAU,2010,528000000000.0,0.809,27421468,0,No medals,Very high,Not top ten
1771,Saudi Arabia,SAU,2012,736000000000.0,0.835,29154906,4,1-25,Very high,Not top ten
1772,Saudi Arabia,SAU,2014,756000000000.0,0.852,30916603,0,No medals,Very high,Not top ten
1773,Saudi Arabia,SAU,2016,646000000000.0,0.859,32443443,0,No medals,Very high,Not top ten
1774,Senegal,SEN,1992,6004885321.0,0.377,7990090,0,No medals,Low,Not top ten
1775,Senegal,SEN,1994,3877196915.0,0.376,8461066,0,No medals,Low,Not top ten
1776,Senegal,SEN,1996,5065830414.0,0.379,8912872,0,No medals,Low,Not top ten
1777,Senegal,SEN,1998,5030344074.0,0.382,9347777,0,No medals,Low,Not top ten
1778,Senegal,SEN,2000,4679604754.0,0.39,9797731,0,No medals,Low,Not top ten
1779,Senegal,SEN,2002,5333862371.0,0.41,10283694,0,No medals,Low,Not top ten
1780,Senegal,SEN,2004,8031344381.0,0.426,10810086,0,No medals,Low,Not top ten
1781,Senegal,SEN,2006,9358710935.0,0.438,11382272,0,No medals,Low,Not top ten
1782,Senegal,SEN,2008,13439023281.0,0.457,12004700,0,No medals,Low,Not top ten
1783,Senegal,SEN,2010,12948906289.0,0.468,12678143,0,No medals,Low,Not top ten
1784,Senegal,SEN,2012,14225310519.0,0.487,13401990,0,No medals,Low,Not top ten
1785,Senegal,SEN,2014,15304363138.0,0.499,14174740,0,No medals,Low,Not top ten
1786,Senegal,SEN,2016,14683697631.0,0.509,14993514,0,No medals,Low,Not top ten
1787,Serbia,SRB,1996,20948677840.0,0.703,7617794,0,No medals,High,Not top ten
1788,Serbia,SRB,1998,18284194680.0,0.713,7567745,0,No medals,High,Not top ten
1789,Serbia,SRB,2000,6540247190.0,0.716,7516346,0,No medals,High,Not top ten
1790,Serbia,SRB,2002,16116843146.0,0.726,7496522,0,No medals,High,Not top ten
1791,Serbia,SRB,2004,24861483281.0,0.74,7463157,0,No medals,High,Not top ten
1792,Serbia,SRB,2006,30607991862.0,0.754,7411569,0,No medals,High,Not top ten
1793,Serbia,SRB,2008,49259526053.0,0.764,7350222,15,1-25,High,Not top ten
1794,Serbia,SRB,2010,39460357731.0,0.766,7291436,0,No medals,High,Not top ten
1795,Serbia,SRB,2012,40742313861.0,0.775,7199077,16,1-25,High,Not top ten
1796,Serbia,SRB,2014,44210806366.0,0.784,7130576,0,No medals,High,Not top ten
1797,Serbia,SRB,2016,38299854688.0,0.795,7058322,54,51-75,Very high,Not top ten
1798,Seychelles,SYC,1992,433667194.0,0.746,70763,0,No medals,High,Not top ten
1799,Seychelles,SYC,1994,486451205.0,0.745,74205,0,No medals,High,Not top ten
1800,Seychelles,SYC,1996,503068472.0,0.745,76417,0,No medals,High,Not top ten
1801,Seychelles,SYC,1998,608369282.0,0.745,78846,0,No medals,High,Not top ten
1802,Seychelles,SYC,2000,614879765.0,0.714,81131,0,No medals,High,Not top ten
1803,Seychelles,SYC,2002,697518248.0,0.711,83723,0,No medals,High,Not top ten
1804,Seychelles,SYC,2004,839319927.0,0.716,82475,0,No medals,High,Not top ten
1805,Seychelles,SYC,2006,1016418229.0,0.722,84600,0,No medals,High,Not top ten
1806,Seychelles,SYC,2008,967199594.0,0.75,86956,0,No medals,High,Not top ten
1807,Seychelles,SYC,2010,969936525.0,0.764,89770,0,No medals,High,Not top ten
1808,Seychelles,SYC,2012,1134267367.0,0.755,88303,0,No medals,High,Not top ten
1809,Seychelles,SYC,2014,1422530792.0,0.775,91359,0,No medals,High,Not top ten
1810,Seychelles,SYC,2016,1427323889.0,0.787,94677,0,No medals,High,Not top ten
1811,Sierra Leone,SLE,1992,679997998.0,0.278,4347727,0,No medals,Low,Not top ten
1812,Sierra Leone,SLE,1994,911915971.0,0.284,4309780,0,No medals,Low,Not top ten
1813,Sierra Leone,SLE,1996,941742153.0,0.282,4312660,0,No medals,Low,Not top ten
1814,Sierra Leone,SLE,1998,672375927.0,0.284,4381484,0,No medals,Low,Not top ten
1815,Sierra Leone,SLE,2000,635874002.0,0.295,4584570,0,No medals,Low,Not top ten
1816,Sierra Leone,SLE,2002,1239004288.0,0.326,4965770,0,No medals,Low,Not top ten
1817,Sierra Leone,SLE,2004,1431208677.0,0.345,5433995,0,No medals,Low,Not top ten
1818,Sierra Leone,SLE,2006,1885112202.0,0.362,5829240,0,No medals,Low,Not top ten
1819,Sierra Leone,SLE,2008,2505458705.0,0.386,6133599,0,No medals,Low,Not top ten
1820,Sierra Leone,SLE,2010,2616610911.0,0.399,6415636,0,No medals,Low,Not top ten
1821,Sierra Leone,SLE,2012,3801862611.0,0.421,6712586,0,No medals,Low,Not top ten
1822,Sierra Leone,SLE,2014,5015180977.0,0.438,7017153,0,No medals,Low,Not top ten
1823,Sierra Leone,SLE,2016,3736588554.0,0.431,7328846,0,No medals,Low,Not top ten
1824,Singapore,SGP,1992,52156414979.0,0.742,3230698,0,No medals,High,Not top ten
1825,Singapore,SGP,1994,73777792327.0,0.764,3419048,0,No medals,High,Not top ten
1826,Singapore,SGP,1996,96403758865.0,0.783,3670704,0,No medals,High,Not top ten
1827,Singapore,SGP,1998,85707636233.0,0.799,3927213,0,No medals,Very high,Not top ten
1828,Singapore,SGP,2000,95833932715.0,0.821,4027887,0,No medals,Very high,Not top ten
1829,Singapore,SGP,2002,91941192896.0,0.833,4175950,0,No medals,Very high,Not top ten
1830,Singapore,SGP,2004,114000000000.0,0.849,4166664,0,No medals,Very high,Not top ten
1831,Singapore,SGP,2006,148000000000.0,0.881,4401365,0,No medals,Very high,Not top ten
1832,Singapore,SGP,2008,192000000000.0,0.888,4839396,3,1-25,Very high,Not top ten
1833,Singapore,SGP,2010,236000000000.0,0.909,5076732,0,No medals,Very high,Not top ten
1834,Singapore,SGP,2012,289000000000.0,0.918,5312437,4,1-25,Very high,Not top ten
1835,Singapore,SGP,2014,308000000000.0,0.926,5469724,0,No medals,Very high,Not top ten
1836,Singapore,SGP,2016,297000000000.0,0.935,5607283,1,1-25,Very high,Not top ten
1837,Slovakia,SVK,1992,15431288006.0,0.735,5305016,0,No medals,High,Not top ten
1838,Slovakia,SVK,1994,20079363626.0,0.745,5346331,0,No medals,High,Not top ten
1839,Slovakia,SVK,1996,27821913815.0,0.756,5373361,3,1-25,High,Not top ten
1840,Slovakia,SVK,1998,29828899206.0,0.764,5390516,0,No medals,High,Not top ten
1841,Slovakia,SVK,2000,29114875622.0,0.765,5388720,6,1-25,High,Not top ten
1842,Slovakia,SVK,2002,35083608131.0,0.773,5376912,0,No medals,High,Not top ten
1843,Slovakia,SVK,2004,57240535138.0,0.786,5372280,1,1-25,High,Not top ten
1844,Slovakia,SVK,2006,70596729394.0,0.805,5373054,1,1-25,Very high,Not top ten
1845,Slovakia,SVK,2008,100000000000.0,0.823,5379233,1,1-25,Very high,Not top ten
1846,Slovakia,SVK,2010,89501012916.0,0.831,5391428,3,1-25,Very high,Not top ten
1847,Slovakia,SVK,2012,93413992956.0,0.843,5407579,5,1-25,Very high,Not top ten
1848,Slovakia,SVK,2014,101000000000.0,0.847,5418649,1,1-25,Very high,Not top ten
1849,Slovakia,SVK,2016,89768598023.0,0.853,5430798,8,1-25,Very high,Not top ten
1850,Slovenia,SVN,1996,21480023017.0,0.796,1988628,2,1-25,Very high,Not top ten
1851,Slovenia,SVN,1998,22125435372.0,0.813,1981629,0,No medals,Very high,Not top ten
1852,Slovenia,SVN,2000,20342201356.0,0.832,1988925,3,1-25,Very high,Not top ten
1853,Slovenia,SVN,2002,23563576758.0,0.85,1994530,4,1-25,Very high,Not top ten
1854,Slovenia,SVN,2004,34470227454.0,0.864,1997012,5,1-25,Very high,Not top ten
1855,Slovenia,SVN,2006,39587732029.0,0.876,2006868,0,No medals,Very high,Not top ten
1856,Slovenia,SVN,2008,55589849128.0,0.886,2021316,5,1-25,Very high,Not top ten
1857,Slovenia,SVN,2010,48013606745.0,0.889,2048583,3,1-25,Very high,Not top ten
1858,Slovenia,SVN,2012,46352802766.0,0.884,2057159,5,1-25,Very high,Not top ten
1859,Slovenia,SVN,2014,49904928335.0,0.894,2061980,8,1-25,Very high,Not top ten
1860,Slovenia,SVN,2016,44708598649.0,0.9,2065042,4,1-25,Very high,Not top ten
1861,Solomon Islands,SLB,1992,378778047.0,0.522,330004,0,No medals,Low,Not top ten
1862,Solomon Islands,SLB,1994,464756639.0,0.521,349273,0,No medals,Low,Not top ten
1863,Solomon Islands,SLB,1996,565163751.0,0.521,369517,0,No medals,Low,Not top ten
1864,Solomon Islands,SLB,1998,471177008.0,0.521,390702,0,No medals,Low,Not top ten
1865,Solomon Islands,SLB,2000,435103854.0,0.475,412665,0,No medals,Low,Not top ten
1866,Solomon Islands,SLB,2002,341661644.0,0.486,435434,0,No medals,Low,Not top ten
1867,Solomon Islands,SLB,2004,375111895.0,0.5,458549,0,No medals,Low,Not top ten
1868,Solomon Islands,SLB,2006,456705434.0,0.519,481086,0,No medals,Low,Not top ten
1869,Solomon Islands,SLB,2008,608293860.0,0.524,503366,0,No medals,Low,Not top ten
1870,Solomon Islands,SLB,2010,671585343.0,0.537,527861,0,No medals,Low,Not top ten
1871,Solomon Islands,SLB,2012,1025125082.0,0.553,556066,0,No medals,Medium,Not top ten
1872,Solomon Islands,SLB,2014,1156563123.0,0.559,587079,0,No medals,Medium,Not top ten
1873,Solomon Islands,SLB,2016,1202125000.0,0.561,619438,0,No medals,Medium,Not top ten
1874,South Africa,ZAF,1992,135000000000.0,0.642,38672611,3,1-25,Medium,Not top ten
1875,South Africa,ZAF,1994,140000000000.0,0.65,40564061,0,No medals,Medium,Not top ten
1876,South Africa,ZAF,1996,148000000000.0,0.65,42241007,5,1-25,Medium,Not top ten
1877,South Africa,ZAF,1998,138000000000.0,0.64,43682259,0,No medals,Medium,Not top ten
1878,South Africa,ZAF,2000,136000000000.0,0.631,44967713,5,1-25,Medium,Not top ten
1879,South Africa,ZAF,2002,116000000000.0,0.619,46150913,0,No medals,Medium,Not top ten
1880,South Africa,ZAF,2004,229000000000.0,0.619,47291610,1,1-25,Medium,Not top ten
1881,South Africa,ZAF,2006,272000000000.0,0.626,48489464,0,No medals,Medium,Not top ten
1882,South Africa,ZAF,2008,287000000000.0,0.646,49779472,1,1-25,Medium,Not top ten
1883,South Africa,ZAF,2010,375000000000.0,0.664,51216967,0,No medals,Medium,Not top ten
1884,South Africa,ZAF,2012,396000000000.0,0.675,52832659,9,1-25,Medium,Not top ten
1885,South Africa,ZAF,2014,351000000000.0,0.693,54544184,0,No medals,Medium,Not top ten
1886,South Africa,ZAF,2016,295000000000.0,0.703,56207649,23,1-25,High,Not top ten
1887,South Korea,KOR,1992,350000000000.0,0.75,43747962,56,51-75,High,Top Ten
1888,South Korea,KOR,1994,456000000000.0,0.772,44641540,9,1-25,High,Top Ten
1889,South Korea,KOR,1996,598000000000.0,0.793,45524681,66,51-75,Very high,Top Ten
1890,South Korea,KOR,1998,374000000000.0,0.802,46286503,12,1-25,Very high,Top Ten
1891,South Korea,KOR,2000,562000000000.0,0.823,47008111,73,51-75,Very high,Top Ten
1892,South Korea,KOR,2002,609000000000.0,0.837,47644736,7,1-25,Very high,Top Ten
1893,South Korea,KOR,2004,765000000000.0,0.853,48082519,52,51-75,Very high,Top Ten
1894,South Korea,KOR,2006,1010000000000.0,0.868,48438292,19,1-25,Very high,Top Ten
1895,South Korea,KOR,2008,1000000000000.0,0.88,49054708,78,76-100,Very high,Top Ten
1896,South Korea,KOR,2010,1090000000000.0,0.889,49554112,18,1-25,Very high,Top Ten
1897,South Korea,KOR,2012,1220000000000.0,0.898,50199853,61,51-75,Very high,Top Ten
1898,South Korea,KOR,2014,1410000000000.0,0.904,50746659,14,1-25,Very high,Top Ten
1899,South Korea,KOR,2016,1410000000000.0,0.91,51217803,26,26-50,Very high,Top Ten
1900,South Sudan,SSD,2008,15550136279.0,0.42,8736932,0,No medals,Low,Not top ten
1901,South Sudan,SSD,2010,15727363443.0,0.41,9508372,0,No medals,Low,Not top ten
1902,South Sudan,SSD,2012,10368813559.0,0.397,10113648,0,No medals,Low,Not top ten
1903,South Sudan,SSD,2014,13282084034.0,0.428,10554882,0,No medals,Low,Not top ten
1904,Spain,ESP,1992,629000000000.0,0.779,39157685,7,1-25,High,Not top ten
1905,Spain,ESP,1994,529000000000.0,0.798,39549108,0,No medals,Very high,Not top ten
1906,Spain,ESP,1996,641000000000.0,0.813,39889852,66,51-75,Very high,Not top ten
1907,Spain,ESP,1998,617000000000.0,0.821,40223509,0,No medals,Very high,Not top ten
1908,Spain,ESP,2000,595000000000.0,0.832,40567864,42,26-50,Very high,Not top ten
1909,Spain,ESP,2002,705000000000.0,0.837,41431558,0,No medals,Very high,Not top ten
1910,Spain,ESP,2004,1070000000000.0,0.844,42921895,3,1-25,Very high,Not top ten
1911,Spain,ESP,2006,1260000000000.0,0.856,44397319,0,No medals,Very high,Not top ten
1912,Spain,ESP,2008,1640000000000.0,0.863,45954106,7,1-25,Very high,Not top ten
1913,Spain,ESP,2010,1430000000000.0,0.872,46576897,0,No medals,Very high,Not top ten
1914,Spain,ESP,2012,1340000000000.0,0.881,46773055,63,51-75,Very high,Not top ten
1915,Spain,ESP,2014,1380000000000.0,0.888,46480882,0,No medals,Very high,Not top ten
1916,Spain,ESP,2016,1240000000000.0,0.899,46484062,45,26-50,Very high,Not top ten
1917,Sri Lanka,LKA,1992,9703011636.0,0.639,17736827,0,No medals,Medium,Not top ten
1918,Sri Lanka,LKA,1994,11717604209.0,0.65,18094474,0,No medals,Medium,Not top ten
1919,Sri Lanka,LKA,1996,13897738375.0,0.659,18367290,0,No medals,Medium,Not top ten
1920,Sri Lanka,LKA,1998,15794972847.0,0.673,18564595,0,No medals,Medium,Not top ten
1921,Sri Lanka,LKA,2000,16330814180.0,0.691,18777606,1,1-25,Medium,Not top ten
1922,Sri Lanka,LKA,2002,16536535647.0,0.703,19062476,0,No medals,High,Not top ten
1923,Sri Lanka,LKA,2004,20662525941.0,0.719,19387153,0,No medals,High,Not top ten
1924,Sri Lanka,LKA,2006,28279814925.0,0.732,19695977,0,No medals,High,Not top ten
1925,Sri Lanka,LKA,2008,40713812310.0,0.746,19983984,0,No medals,High,Not top ten
1926,Sri Lanka,LKA,2010,56725745039.0,0.754,20261738,0,No medals,High,Not top ten
1927,Sri Lanka,LKA,2012,68434399083.0,0.766,20425000,0,No medals,High,Not top ten
1928,Sri Lanka,LKA,2014,79356456990.0,0.773,20778000,0,No medals,High,Not top ten
1929,Sri Lanka,LKA,2016,81321876307.0,0.773,21203000,0,No medals,High,Not top ten
1930,Sudan,SDN,1992,7034219713.0,0.344,21696240,0,No medals,Low,Not top ten
1931,Sudan,SDN,1994,12794192334.0,0.358,23338465,0,No medals,Low,Not top ten
1932,Sudan,SDN,1996,9018243044.0,0.374,24782384,0,No medals,Low,Not top ten
1933,Sudan,SDN,1998,11250327988.0,0.39,26015518,0,No medals,Low,Not top ten
1934,Sudan,SDN,2000,12257418326.0,0.403,27275019,0,No medals,Low,Not top ten
1935,Sudan,SDN,2002,14803189093.0,0.415,28704786,0,No medals,Low,Not top ten
1936,Sudan,SDN,2004,21457470203.0,0.43,30214189,0,No medals,Low,Not top ten
1937,Sudan,SDN,2006,35822408612.0,0.443,31661824,0,No medals,Low,Not top ten
1938,Sudan,SDN,2008,54526580232.0,0.461,33060844,1,1-25,Low,Not top ten
1939,Sudan,SDN,2010,65634109237.0,0.469,34545014,0,No medals,Low,Not top ten
1940,Sudan,SDN,2012,68125631150.0,0.486,36193781,0,No medals,Low,Not top ten
1941,Sudan,SDN,2014,82151588419.0,0.499,37977657,0,No medals,Low,Not top ten
1942,Sudan,SDN,2016,95584380032.0,0.507,39847433,0,No medals,Low,Not top ten
1943,Suriname,SUR,1992,404600000.0,0.713,420658,1,1-25,High,Not top ten
1944,Suriname,SUR,1994,605492537.0,0.712,435099,0,No medals,High,Not top ten
1945,Suriname,SUR,1996,860630923.0,0.712,448207,0,No medals,High,Not top ten
1946,Suriname,SUR,1998,945000000.0,0.712,459838,0,No medals,High,Not top ten
1947,Suriname,SUR,2000,892164394.0,0.712,470944,0,No medals,High,Not top ten
1948,Suriname,SUR,2002,1078402128.0,0.712,482228,0,No medals,High,Not top ten
1949,Suriname,SUR,2004,1484092538.0,0.682,493680,0,No medals,Medium,Not top ten
1950,Suriname,SUR,2006,2626380435.0,0.691,505292,0,No medals,Medium,Not top ten
1951,Suriname,SUR,2008,3532969035.0,0.701,517122,0,No medals,High,Not top ten
1952,Suriname,SUR,2010,4368398048.0,0.71,529126,0,No medals,High,Not top ten
1953,Suriname,SUR,2012,4980000000.0,0.729,541247,0,No medals,High,Not top ten
1954,Suriname,SUR,2014,5240606061.0,0.735,553278,0,No medals,High,Not top ten
1955,Suriname,SUR,2016,3278425328.0,0.735,564883,0,No medals,High,Not top ten
1956,Sweden,SWE,1992,280000000000.0,0.826,8668067,42,26-50,Very high,Not top ten
1957,Sweden,SWE,1994,226000000000.0,0.855,8780745,24,1-25,Very high,Not top ten
1958,Sweden,SWE,1996,288000000000.0,0.869,8840998,31,26-50,Very high,Not top ten
1959,Sweden,SWE,1998,267000000000.0,0.894,8850974,7,1-25,Very high,Not top ten
1960,Sweden,SWE,2000,260000000000.0,0.903,8872109,32,26-50,Very high,Not top ten
1961,Sweden,SWE,2002,264000000000.0,0.908,8924958,26,26-50,Very high,Not top ten
1962,Sweden,SWE,2004,382000000000.0,0.901,8993531,12,1-25,Very high,Not top ten
1963,Sweden,SWE,2006,420000000000.0,0.908,9080505,64,51-75,Very high,Not top ten
1964,Sweden,SWE,2008,514000000000.0,0.907,9219637,7,1-25,Very high,Not top ten
1965,Sweden,SWE,2010,488000000000.0,0.911,9378126,18,1-25,Very high,Not top ten
1966,Sweden,SWE,2012,544000000000.0,0.914,9519374,22,1-25,Very high,Not top ten
1967,Sweden,SWE,2014,574000000000.0,0.935,9696110,51,51-75,Very high,Not top ten
1968,Sweden,SWE,2016,514000000000.0,0.94,9923085,28,26-50,Very high,Not top ten
1969,Switzerland,CHE,1992,272000000000.0,0.845,6875364,8,1-25,Very high,Not top ten
1970,Switzerland,CHE,1994,293000000000.0,0.852,6993795,16,1-25,Very high,Not top ten
1971,Switzerland,CHE,1996,330000000000.0,0.863,7071850,11,1-25,Very high,Not top ten
1972,Switzerland,CHE,1998,295000000000.0,0.882,7110001,14,1-25,Very high,Not top ten
1973,Switzerland,CHE,2000,272000000000.0,0.898,7184250,14,1-25,Very high,Not top ten
1974,Switzerland,CHE,2002,301000000000.0,0.899,7284753,24,1-25,Very high,Not top ten
1975,Switzerland,CHE,2004,394000000000.0,0.909,7389625,7,1-25,Very high,Not top ten
1976,Switzerland,CHE,2006,431000000000.0,0.92,7483934,21,1-25,Very high,Not top ten
1977,Switzerland,CHE,2008,554000000000.0,0.925,7647675,11,1-25,Very high,Not top ten
1978,Switzerland,CHE,2010,584000000000.0,0.941,7824909,12,1-25,Very high,Not top ten
1979,Switzerland,CHE,2012,668000000000.0,0.944,7996861,4,1-25,Very high,Not top ten
1980,Switzerland,CHE,2014,709000000000.0,0.942,8188649,3,1-25,Very high,Not top ten
1981,Switzerland,CHE,2016,669000000000.0,0.947,8373338,11,1-25,Very high,Not top ten
1982,Tajikistan,TJK,1992,1909246641.0,0.592,5502490,0,No medals,Medium,Not top ten
1983,Tajikistan,TJK,1994,1346074611.0,0.556,5679169,0,No medals,Medium,Not top ten
1984,Tajikistan,TJK,1996,1043893063.0,0.535,5851354,0,No medals,Low,Not top ten
1985,Tajikistan,TJK,1998,1320126706.0,0.544,6027395,0,No medals,Low,Not top ten
1986,Tajikistan,TJK,2000,860550306.0,0.555,6216329,0,No medals,Medium,Not top ten
1987,Tajikistan,TJK,2002,1221113780.0,0.573,6426861,0,No medals,Medium,Not top ten
1988,Tajikistan,TJK,2004,2076148696.0,0.6,6662391,0,No medals,Medium,Not top ten
1989,Tajikistan,TJK,2006,2830236054.0,0.617,6922590,0,No medals,Medium,Not top ten
1990,Tajikistan,TJK,2008,5161336170.0,0.639,7209924,2,1-25,Medium,Not top ten
1991,Tajikistan,TJK,2010,5642178580.0,0.638,7527397,0,No medals,Medium,Not top ten
1992,Tajikistan,TJK,2012,7633049792.0,0.643,7874838,1,1-25,Medium,Not top ten
1993,Tajikistan,TJK,2014,9236309138.0,0.652,8252828,0,No medals,Medium,Not top ten
1994,Tajikistan,TJK,2016,6951657159.0,0.653,8663575,1,1-25,Medium,Not top ten
1995,Tanzania,TZA,1992,4601413264.0,0.367,26961204,0,No medals,Low,Not top ten
1996,Tanzania,TZA,1994,4510846968.0,0.366,28792649,0,No medals,Low,Not top ten
1997,Tanzania,TZA,1996,6496195451.0,0.369,30444523,0,No medals,Low,Not top ten
1998,Tanzania,TZA,1998,9345174219.0,0.377,31924201,0,No medals,Low,Not top ten
1999,Tanzania,TZA,2000,10185786383.0,0.39,33499177,0,No medals,Low,Not top ten
2000,Tanzania,TZA,2002,10805599893.0,0.407,35334790,0,No medals,Low,Not top ten
2001,Tanzania,TZA,2004,12825801581.0,0.426,37379766,0,No medals,Low,Not top ten
2002,Tanzania,TZA,2006,18610460327.0,0.447,39548666,0,No medals,Low,Not top ten
2003,Tanzania,TZA,2008,27368386358.0,0.465,41853944,0,No medals,Low,Not top ten
2004,Tanzania,TZA,2010,31407908612.0,0.481,44346532,0,No medals,Low,Not top ten
2005,Tanzania,TZA,2012,39087748240.0,0.496,47053033,0,No medals,Low,Not top ten
2006,Tanzania,TZA,2014,48197218327.0,0.504,49960563,0,No medals,Low,Not top ten
2007,Tanzania,TZA,2016,47340071107.0,0.52,53049231,0,No medals,Low,Not top ten
2008,Thailand,THA,1992,111000000000.0,0.592,57811025,1,1-25,Medium,Not top ten
2009,Thailand,THA,1994,147000000000.0,0.607,58875275,0,No medals,Medium,Not top ten
2010,Thailand,THA,1996,183000000000.0,0.622,60130190,2,1-25,Medium,Not top ten
2011,Thailand,THA,1998,114000000000.0,0.633,61585103,0,No medals,Medium,Not top ten
